x1,x2
0.12678054808887296,-0.11878079082875874
-0.8451265842201263,0.5880930845787266
0.2780711956573921,-0.13542413837495593
0.8459177276769493,0.5012960753927553
1.4899683014099037,-0.3633959542497666
-0.6692379793861686,0.7620064261235967
-0.9328803314359534,0.2862285679205851
0.7462784251748911,-0.34763472586247396
0.6173315935385019,0.8591897936095396
1.6179529233106806,-0.2849881109461392
1.0034372981594653,-0.5108865633908677
0.9983594441255506,0.07976420090359294
0.2608070258541651,0.948013719650259
0.18088036620559939,0.05268194372589376
1.8749049232497939,0.08918669940320695
-0.28225471545162434,1.0633115273203668
-0.6524694337106379,0.818589349537218
0.46804628268096904,0.8108015100224297
1.8717574561035246,0.049529162881399524
1.5208793168136725,-0.27375827145112663
0.9925900489734717,0.01600784121562819
0.8311922291487897,0.6547825747984315
-0.3900420048745441,0.9370687921283773
0.6087573209024486,-0.4631615834107844
-0.8862584756173646,0.27363596829584486
2.046418374941796,0.33921202066620276
1.6567877510802105,-0.2630166318088829
-0.8855380593176448,0.4948979180674048
0.8313327866679588,0.5803343944379761
-0.8885214289823576,0.437310472259551
-0.5049406125793963,0.8365487835107903
0.04943246294429565,0.176278272219547
-0.11775493580937853,0.9233093668198845
2.0671016340724457,0.16944203237203517
0.6938476448638529,0.5002684484622077
0.05825385465180977,0.9626717659839772
0.8386418450442613,-0.46959957146445774
0.7565553741665568,0.6635486666578865
0.6920107751612983,0.5126724892457097
-0.9371943385803373,0.3417601555124565
0.889438345646319,0.4381595055985929
0.9979028825699907,0.19818246850365373
0.689319411716985,0.7832516379933427
0.04393433766552189,0.9693746194203425
0.0891197248446972,0.29145765746964775
0.022039665275211492,0.4401018423922168
1.4016488493844514,-0.4913886238328498
1.052167101327087,-0.019610879918724546
1.657920088932777,-0.2599025480920925
0.06281299121724108,0.23170146887663162
-0.6251762185200482,0.8102787400428211
0.7234614997180194,-0.49909825935837776
0.9568421955432871,0.4184228963338764
1.2621244695695015,-0.48310051113297764
0.9233725486247322,0.3884906579157812
2.045491153457232,0.3624017537285693
-0.9456449286097102,0.3348987896667749
-0.10417682310624118,0.9992285485079703
1.804693046938456,-0.1768835726320791
-0.49252635474730294,0.9486055898801014
0.09390800300829337,1.0436988993306753
0.1615791962663274,1.0366635962247537
-0.2019549050843754,0.9428334584534637
