x1,x2,label
0.8206,0.141175,1
0.09255,0.6851,0
0.601875,0.07475,1
0.498875,0.834475,0
0.511475,0.15535,1
0.914325,0.328625,1
0.191625,0.88325,0
0.682475,0.02045,1
0.0263,0.4436,0
0.7767,0.053375,1
0.315825,0.43755,1
0.155325,0.81065,0
0.5721,0.756425,0
0.35615,0.956275,0
0.87605,0.252075,1
0.638575,0.675525,0
0.088975,0.67795,0
0.013425,0.3903,0
0.481175,0.18585,1
0.905425,0.310825,1
0.064825,0.59645,0
0.227025,0.9540375,0
0.771675,0.0433375,1
0.860925,0.221825,1
0.182475,0.86495,0
0.891925,0.283825,1
0.85225,0.204475,1
0.28465,0.53505,1
0.475875,0.19135,1
0.588175,0.08585,1
0.931675,0.390025,1
0.812675,0.125325,1
0.83455,0.169075,1
0.984525,0.601025,1
0.27255,0.5776,1
0.743575,0.360325,0
0.878,0.255975,1
0.641475,0.671725,0
0.71485,0.466725,0
0.411725,0.914275,0
0.119625,0.73925,0
0.67105,0.599525,0
0.631325,0.684925,0
0.530525,0.801975,0
0.6156,0.704775,0
0.989375,0.621375,1
0.130625,0.76125,0
0.999375,0.663975,1
0.13705,0.7741,0
0.74195,0.366875,0
0.54235,0.789375,0
0.228525,0.9570375,0
0.271525,0.58135,1
0.341925,0.3659,1
0.51855,0.14845,1
0.12505,0.7501,0
0.964725,0.519825,1
0.826325,0.152625,1
0.5712,0.1002,1
0.6281,0.0548,1
0.581825,0.09115,1
0.821575,0.143125,1
0.882575,0.265125,1
0.784275,0.068525,1
0.330475,0.3964,1
0.402425,0.27335,1
0.70605,0.495725,0
0.1926,0.8852,0
0.853375,0.206725,1
0.07975,0.6532,0
0.13825,0.7765,0
0.5213,0.1458,1
0.27835,0.55685,1
0.9245,0.362775,1
0.818375,0.136725,1
0.819975,0.139925,1
0.3387,0.37435,1
0.583775,0.742975,0
0.389025,0.9324375,0
0.960175,0.501575,1
0.9744,0.559175,1
0.6305,0.685975,0
0.118,0.736,0
0.171875,0.84375,0
0.387375,0.2916,1
0.789475,0.0789375,1
0.12135,0.7427,0
0.7886,0.0771875,1
0.451325,0.21755,1
0.9466,0.447825,1
0.64715,0.0415375,1
0.148125,0.79625,0
0.2617,0.6187,1
0.3227,0.9768375,0
0.23395,0.9679,0
0.76865,0.037275,1
0.58845,0.737525,0
0.91285,0.325675,1
0.41315,0.26065,1
0.46705,0.865325,0
0.171425,0.84285,0
0.538825,0.12925,1
0.4438,0.2258,1
0.7086,0.487525,0
0.897525,0.295025,1
0.168675,0.83735,0
0.372825,0.944575,0
0.3484,0.3493,1
0.37255,0.9447875,0
0.505825,0.1609,1
0.86425,0.228475,1
0.7283,0.419425,0
0.513125,0.820075,0
0.7092,0.485525,0
0.560525,0.10955,1
0.94195,0.429675,1
0.51925,0.813775,0
0.616825,0.06315,1
0.675125,0.588275,0
0.299625,0.4863,1
0.85415,0.208275,1
0.202575,0.90515,0
0.61225,0.708925,0
0.615825,0.0639,1
0.3014,0.48075,1
0.3644,0.32065,1
0.7336,0.399575,0
0.002425,0.3437,0
0.347475,0.35165,1
0.512175,0.15465,1
0.128575,0.75715,0
0.7959,0.091775,1
0.090825,0.68165,0
0.63105,0.685275,0
0.5217,0.811225,0
0.27285,0.57645,1
0.88725,0.274475,1
0.608375,0.713675,0
0.092675,0.68535,0
0.988025,0.615725,1
0.4886,0.844625,0
0.62,0.0607375,1
0.184525,0.86905,0
0.0341,0.47535,0
0.294825,0.990075,0
0.29025,0.9918375,0
0.07095,0.6199,0
0.115125,0.73025,0
0.7306,0.410925,0
0.9006,0.3011875,1
0.2759,0.56555,1
0.801125,0.102225,1
0.854875,0.209725,1
0.809275,0.118525,1
0.82535,0.150675,1
0.00445,0.35235,0
0.036775,0.48615,0
0.419625,0.907675,0
0.588825,0.737075,0
0.859575,0.219125,1
0.974775,0.560725,1
0.20365,0.9072875,0
0.399975,0.9238375,0
0.76105,0.022075,1
0.9582,0.493675,1
0.503525,0.829825,0
0.342075,0.3655,1
0.129925,0.75985,0
0.561225,0.768675,0
0.4581,0.2102,1
0.95655,0.487075,1
0.8622,0.224375,1
0.9034,0.306775,1
0.457625,0.874075,0
0.120025,0.74005,0
0.75905,0.018075,1
0.507225,0.826075,0
0.1133,0.7266,0
0.010225,0.37685,0
0.80945,0.118875,1
0.613075,0.0659875,1
0.44255,0.2272,1
0.894275,0.288525,1
0.345925,0.3556,1
0.271775,0.5804,1
0.248,0.9959875,0
0.2814,0.5462,1
0.367175,0.31705,1
0.834325,0.168625,1
0.46525,0.20255,1
0.0483,0.53205,0
0.951625,0.467575,1
0.37025,0.3130875,1
0.301,0.48205,1
0.53245,0.1352,1
0.073825,0.63085,0
0.92375,0.359925,1
0.55435,0.776275,0
0.89825,0.296475,1
0.362225,0.3235,1
0.35,0.9603875,0
0.02065,0.4204,0
0.0706,0.6186,0
0.817625,0.135225,1
0.1601,0.8202,0
0.29725,0.4938,1
0.341775,0.9656375,0
0.7966,0.093175,1
0.7244,0.433525,0
0.10785,0.7157,0
0.73795,0.382825,0
0.008775,0.3707,0
0.257625,0.63495,1
0.81225,0.124475,1
0.290175,0.51665,1
0.860725,0.221425,1
0.7573,0.0145875,1
0.97575,0.564725,1
0.914375,0.328725,1
0.370025,0.3134,1
0.4147,0.25885,1
0.24935,0.9986875,0
0.15095,0.8019,0
0.617175,0.702825,0
0.751125,0.0022375,1
0.6016,0.07495,1
0.019075,0.41385,0
0.88805,0.276075,1
0.2197,0.9393875,0
0.5851,0.0884,1
0.897875,0.295725,1
0.451875,0.21695,1
0.968325,0.534375,1
0.653675,0.645575,0
0.6877,0.0177875,1
0.22005,0.9401,0
0.865025,0.230025,1
0.5058,0.827525,0
0.250125,0.66625,1
0.641325,0.671925,0
0.46035,0.871575,0
0.81465,0.129275,1
0.37985,0.30095,1
0.82795,0.155875,1
0.00845,0.36935,0
0.694925,0.0143375,1
0.146975,0.79395,0
0.54715,0.784175,0
0.522075,0.810825,0
0.3064,0.985075,0
0.463675,0.868475,0
0.128325,0.75665,0
0.7085,0.487825,0
0.551475,0.11765,1
0.37945,0.30145,1
0.9507,0.463925,1
0.411575,0.2625,1
0.61255,0.0664,1
0.79655,0.093075,1
0.3456,0.35645,1
0.28545,0.5324,1
0.81705,0.134075,1
0.96385,0.516325,1
0.528975,0.803625,0
0.922925,0.356825,1
0.127175,0.75435,0
0.46125,0.870725,0
0.58345,0.743375,0
0.317625,0.9795375,0
0.417375,0.909575,0
0.597675,0.0781,1
0.4561,0.21235,1
0.5511,0.118,1
0.3662,0.949325,0
0.06735,0.60615,0
0.275375,0.5674,1
0.608075,0.714025,0
